abstract;annotation_id;annotator;category;created_at;doi;id;keywords;lead_time;primary_topic;title;updated_at
Decision-making (DM) is a critical aspect of soccer refereeing. Referees make numerous repetitive decisions, many of which are dependent on appropriate field location and effective interaction with their assistants. Considering the complexity of the sequential DM process, it is not surprising that referees exhibit high decision error rates. Most extant research has focused on the underlying mechanism of the DM process as well as on various influential factors. Less attention has been given to models that consider the range of influential factors which affect the DM process. This article, therefore, presents a new conceptual framework of sequential DM for soccer referees that relies on Tenenbaum’s (2003. Expert athletes: An integrated approach to decision making. In J. Starkes & A. Ericsson (Eds.), Expert performance in sports: Advances in research on sport expertise (pp. 191–218). Human Kinetics) conceptual framework and the existing literature. We start by reviewing research on DM in soccer refereeing and then discuss conceptual considerations. We then present the new conceptual framework. This model incorporates a range of factors, including physical fitness and fatigue, field positioning, visual attention, contextual factors, game management, expertise, psychological factors, and team factors. Data obtained from a sample of 20 elite referees and assistants demonstrated the face validity of the new model. Finally, we introduce implications for training referees’ DM skills and highlight avenues for future research and conceptual developments.;31;1;Other;2024-10-28T20:46:10.844699Z;https://doi.org/10.1080/1612197x.2020.1766539;https://openalex.org/W3028261289;Conceptual framework, Conceptual model, Referee Bias, Sport Psychology, Coaching Effectiveness;10.742;Development of Expert Performance in Sports Psychology;An integrated conceptual framework of decision-making in soccer refereeing;2024-10-28T20:46:10.844726Z
In the derived approach, an analysis is performed on Twitter data for World Cup soccer 2014 held in Brazil to detect the sentiment of the people throughout the world using machine learning techniques. By filtering and analyzing the data using natural language processing techniques, sentiment polarity was calculated based on the emotion words detected in the user tweets. The dataset is normalized to be used by machine learning algorithms and prepared using natural language processing techniques like word tokenization, stemming and lemmatization, part-of-speech (POS) tagger, name entity recognition (NER), and parser to extract emotions for the textual data from each tweet. This approach is implemented using Python programming language and Natural Language Toolkit (NLTK). A derived algorithm extracts emotional words using WordNet with its POS (part-of-speech) for the word in a sentence that has a meaning in the current context, and is assigned sentiment polarity using the SentiWordNet dictionary or using a lexicon-based method. The resultant polarity assigned is further analyzed using naïve Bayes, support vector machine (SVM), K-nearest neighbor (KNN), and random forest machine learning algorithms and visualized on the Weka platform. Naïve Bayes gives the best accuracy of 88.17% whereas random forest gives the best area under the receiver operating characteristics curve (AUC) of 0.97.;32;1;Innovative Technologies;2024-10-28T20:46:16.455086Z;https://doi.org/10.3390/iot1020014;https://openalex.org/W3092005458;Lexical analysis, Emotion Recognition, Machine Translation, Sentiment Analysis, Twitter Sentiment, Aspect-based Sentiment Analysis, Stop words;5.477;Sentiment Analysis and Opinion Mining;Sentiment Analysis on Twitter Data of World Cup Soccer Tournament Using Machine Learning;2024-10-28T20:46:16.455099Z
Scouts of soccer clubs are often the first to identify talented players. However, there is a lack of research on how these scouts assess and predict overall soccer performance. Therefore, we conducted a large-scaled study to examine the process of talent identification among 125 soccer scouts. Through an online self-report questionnaire, scouts were asked about (1) the players' age at which they can predict players' soccer performance, (2) the attributes they consider relevant, and (3) the extent to which they predict performance in a structured manner. The most important results are as follows. First, scouts who observed 12-year-old and younger players perceived they could predict at older ages (13.6 years old, on average) whether a player has the potential to become a professional soccer player. This suggests that scouts are aware of the idea that early indicators of later performance are often lacking, yet do advise on selection of players at younger ages. Second, when identifying talented players, scouts considered more easily observable attributes, such as technical attributes. However, scouts described these often in a broad sense rather than in terms of specific predictors of future performance. Finally, scouts reported that they assess attributes of players in a structured manner. Yet, they ultimately based their prediction (i.e. final score) on an intuitive integration of different performance attributes, which is a suboptimal strategy according to existing literature. Taken together, these outcomes provide specific clues to improve the reliability and validity of the scouting process. HighlightsBased on a large sample of soccer scouts, we examine three issues that are important in the process of identifying talented soccer players: The age at which good performance predictions can be made, which attributes are relevant predictors, and how performance predictions are formed.Scouts who observe players in young age cohorts believe that the age at which they can predict performance is older than the players they typically scout, suggesting that they are aware that early indicators of performance are often lacking.Technical performance attributes are considered as most important performance predictors by scouts, but these are often described in a broad - rather than specific - sense.Scouts indicate that they predict performance in a structured manner, but form their overall performance prediction on an intuitive integration of different performance attributes, which can be a suboptimal approach.;33;1;Scouting / Finance;2024-10-28T20:46:19.866096Z;https://doi.org/10.1080/17461391.2021.1916081;https://openalex.org/W3152927413;Boy Scouts, Soccer Performance, Sport Psychology, Coaching Effectiveness, Sample (material), Identification (biology);3.287;Sports Science and Performance Analysis;How soccer scouts identify talented players;2024-10-28T20:46:19.866108Z
To investigate the effects of mental fatigue on soccer-specific physical and technical performance in young players.Twelve under-14 (U14), twelve under-16 (U16) and twelve under-18 (U18) soccer players completed the two parts of the investigation. Part one assessed the soccer-specific physical performance using the Yo-Yo Intermittent Recovery Test, Level 1 (Yo-Yo IR1). Part two assessed the soccer-specific technical performance using the Loughborough Soccer Passing and Shooting Tests (LSPT, LSST). Each part was preceded by 30 min of Stroop task or 15 min of control task performed in a randomised and counterbalanced order.Subjective ratings of mental fatigue were higher after the Stroop task compared to the control in U14, U16 and U18 in both parts. Mental fatigue significantly reduced Yo-Yo IR1 distance, alongside an increase in heart rate and ratings of perceived exertion, and this effect was moderated by age as older players showed greater declines in performance. Soccer-specific technical performance was negatively affected by mental fatigue condition only in U18 in the LSPT..;34;1;Physical Attributes;2024-10-28T20:46:23.508352Z;https://doi.org/10.1080/24733938.2020.1823012;https://openalex.org/W3086218720;Stroop effect, Mental fatigue, Soccer Performance, Training Load, Exercise Capacity, Perceived exertion;3.535;Sports Science and Performance Analysis;Effects of mental fatigue on soccer-specific performance in young players;2024-10-28T20:46:23.508370Z
"Abstract The aims of this study were to establish sources of variability in match physical performance of professional soccer players and provide a method for monitoring individual between‐match changes. Eleven players meeting the final inclusion criteria were monitored through an entire in‐season competition phase ( n = 240 individual match observations). Ten Hertz global positioning systems were used to measure match total distance (TD), total high‐speed running distance (≥ 21 km·h −1 ; HSRD), total accelerations (TAcc) and maximum running velocity ( V max ). Between‐player, between‐position, between‐match and within‐player variability were determined through linear mixed effects models. These data were then used to establish the practical significance of individual changes using a Minimum Effects Testing framework. All sources of variability were greater for HSRD (13–36%) when compared with all other metrics (&lt;6%). Using combined between‐match and within‐player variability along with the smallest worthwhile change (0.2 × between‐player SD), between‐match individual changes of ±∼10–15% in TD, TAcc and V max were established as practically significant. For HSRD, these thresholds were considerably higher (≥60%). In conclusion, the ability for soccer practitioners to identify meaningful changes in match physical performance can aid decision making around player management following competition. Our study provides a method to flag changes beyond the normal match‐to‐match variability and by a substantial magnitude. This may have implications for recovery but should be combined with other sources of data (internal load and response) and used only as an adjunct to practitioner domain knowledge/experience.";35;1;Physical Attributes;2024-10-28T20:47:44.686953Z;https://doi.org/10.1080/17461391.2020.1842513;https://openalex.org/W3093559451;Athlete Monitoring, Soccer Performance, Sport Psychology, Coaching Effectiveness, Performance Analysis, Match play;81.02;Sports Science and Performance Analysis;Decomposing the variability of match physical performance in professional soccer: Implications for monitoring individuals;2024-10-28T20:47:44.686974Z
The purpose of the current study was to compare the results of a progressive strength training protocol for soccer players after anterior cruciate ligament reconstruction (ACLR) with healthy controls, and to investigate the effects of the strength training protocol on peak quadriceps and hamstring muscle strength. Between subjects design. Outpatient physical therapy facility. Thirty-eight amateur male soccer players after ACLR were included. Thirty age-matched amateur male soccer players served as control group. Quadriceps and hamstring muscle strength was measured at three time points during the rehabilitation. Limb symmetry index (LSI) > 90% was used as cut-off criteria. Soccer players after ACLR had no significant differences in peak quadriceps and hamstring muscle strength in the injured leg at 7 months after ACLR compared to the dominant leg of the control group. Furthermore, 65.8% of soccer players after ACLR passed LSI >90% at 10 months for quadriceps muscle strength. Amateur male soccer players after ACLR can achieve similar quadriceps and hamstring muscle strength at 7 months compared to healthy controls. These findings highlight the potential of progressive strength training in rehabilitation after ACLR that may mitigate commonly reported strength deficits.;36;1;Physical Attributes;2024-10-28T20:48:00.207749Z;https://doi.org/10.1016/j.ptsp.2019.08.004;https://openalex.org/W2968930556;Athletic Rehabilitation, Strength training;15.33;Anterior Cruciate Ligament Injuries in Athletes;Progressive strength training restores quadriceps and hamstring muscle strength within 7 months after ACL reconstruction in amateur male soccer players;2024-10-28T20:48:00.207767Z
"The aim of this study was to determine what physical and technical activities of soccer players in different pitch positions affect significantly the match outcome of professional German soccer players; as well as to examine whether differences in physical and technical activities increase or reduce the probability of a match being won.The study sample comprised 4393 individual match observations of 350 soccer players competing in the Bundesliga during the 2014/2015 domestic season. Analysis was confined to outfield players (other than goalkeepers) who completed entire matches, and was carried out using the Impire AG motion analysis system. The selection of physical and technical activities to be used in predictive models was achieved using the lasso method.The odds ratio revealed that an mean running speed in the second half that was greater by 0.1 km/h was associated with a 27.0% improvement in the odds of a match being won (OR=1.27; 95% CI: 1.17 to 1.38) (forwards), 15.7% (OR=1.16; 95% CI: 1.09 to 1.23) (wide midfielders), and 10.0% (OR=1.10; 95% CI: 1.04 to 1.17) (central midfielders). Furthermore, in the case of wide midfielders, a significant variable was the distance covered at >24 km/h, with an increase of 0.1 km associated with odds of winning the game improved by 31.7% (OR=1.32; 95% CI: 1.05 to 1.66).Match outcome is affected significantly where peak and mean running speeds in the second half of the match are greater, and where longer distances are covered at speeds in excess of 24 km/h.";37;1;Tactics analysis;2024-10-28T20:48:18.713277Z;https://doi.org/10.23736/s0022-4707.18.08506-7;https://openalex.org/W2930515652;Odds, Soccer Performance, Athlete Monitoring, Performance Analysis, Match play, Training Load;18.349;Sports Science and Performance Analysis;Modeling of relationships between physical and technical activities and match outcome in elite German soccer players;2024-10-28T20:48:18.713294Z
"ENWEndNote BIBJabRef, Mendeley RISPapers, Reference Manager, RefWorks, Zotero AMA Loturco I, Pereira L, Kobal R, et al. Do asymmetry scores influence speed and power performance in elite female soccer players?. Biology of Sport. 2019;36(3):209-216. doi:10.5114/biolsport.2019.85454. APA Loturco, I., Pereira, L., Kobal, R., Abad, C., Rosseti, M., & Carpes, F. et al. (2019). Do asymmetry scores influence speed and power performance in elite female soccer players?. Biology of Sport, 36(3), 209-216. https://doi.org/10.5114/biolsport.2019.85454 Chicago Loturco, Irineu, Lucas A. Pereira, Ronaldo Kobal, Cesar C. C. Abad, Marcelo Rosseti, Felipe P. Carpes, and Chris Bishop. 2019. ""Do asymmetry scores influence speed and power performance in elite female soccer players?"". Biology of Sport 36 (3): 209-216. doi:10.5114/biolsport.2019.85454. Harvard Loturco, I., Pereira, L., Kobal, R., Abad, C., Rosseti, M., Carpes, F., and Bishop, C. (2019). Do asymmetry scores influence speed and power performance in elite female soccer players?. Biology of Sport, 36(3), pp.209-216. https://doi.org/10.5114/biolsport.2019.85454 MLA Loturco, Irineu et al. ""Do asymmetry scores influence speed and power performance in elite female soccer players?."" Biology of Sport, vol. 36, no. 3, 2019, pp. 209-216. doi:10.5114/biolsport.2019.85454. Vancouver Loturco I, Pereira L, Kobal R, Abad C, Rosseti M, Carpes F et al. Do asymmetry scores influence speed and power performance in elite female soccer players?. Biology of Sport. 2019;36(3):209-216. doi:10.5114/biolsport.2019.85454.";38;1;Physical Attributes;2024-10-28T20:48:43.141904Z;https://doi.org/10.5114/biolsport.2019.85454;https://openalex.org/W2955977377;Elite, Soccer Performance;24.295;Sports Science and Performance Analysis;Do asymmetry scores influence speed and power performance in elite female soccer players?;2024-10-28T20:48:43.141922Z
"Abstract The aim of the present meta-analysis was to compare the maximum oxygen uptake (VO2max) characteristics of male soccer players relative to their competitive level, playing position and age group and the interaction between them. The meta-analysis was based on 16 studies, employing 2385 soccer players aged 10–39 years. Higher-level soccer players showed greater (ES = 0.58 [95% CI 0.08-1.08], SE = 0.25, var = 0.06, z = 2.29, p = 0.022) VO2max performance with respect to their lower level counterparts. Furthermore, lower VO2max values in goalkeepers than defenders (ES = 1.31 (SE 0.46) [95% CI 0.41-2.21], var = 0.21, z = 2.84, p = 0.004) and midfielders (ES = 1.37 (SE 0.41) [95% CI 0.58 to 2.17], var = 0.16, z = 3.40, p = 0.001) were found. Thus, VO2max increased significantly with age (all, p &lt; 0.01): Under 10 versus Under 11 years, Under 11 versus Under 12 years, Under 12 versus Under 13 years, Under 13 versus Under 14 years, Under 14 versus Under 15 years and Under 16-18 versus Under 20-23 years. VO2max performance is the most powerful discriminator between higher and lower-level soccer players. These findings indicate also the need for sports scientists and conditioning professionals to take the VO2max performance of soccer players into account when designing individualized position specific training programs.";39;1;Physical Attributes;2024-10-28T20:48:50.807392Z;https://doi.org/10.2478/hukin-2018-0060;https://openalex.org/W2930891275;Oxygen Uptake, Soccer Performance, Exercise Capacity, Athlete Monitoring;7.482;Sports Science and Performance Analysis;Maximum Oxygen Uptake of Male Soccer Players According to their Competitive Level, Playing Position and Age Group: Implication from a Network Meta-Analysis;2024-10-28T20:48:50.807406Z
"Abstract Olthof, SBH, Frencken, WGP, and Lemmink, KAPM. A match-derived relative pitch area facilitates the tactical representativeness of small-sided games for the official soccer match. J Strength Cond Res 33(2): 523–530, 2019—Small-sided games (SSGs) are a promising training format in soccer to replicate (situations of) the official match across all age groups. Typically, SSGs are played on a smaller relative pitch area (RPA; i.e., &lt;150 m 2 ) than the match (320 m 2 RPA), which results in different tactical demands. To create a more precise replication of tactical match demands in SSGs with less than 11 players per team, a match-derived RPA (320 m 2 ) may be considered because this affords a similar playing area per player. In addition, subgroup analysis is necessary to deal with the different number of players in match and SSGs. Therefore, this study aims to investigate tactical demands of matches and various SSGs—with a different number of players and played on 320 m 2 RPA—in talented youth soccer players. Twelve elite soccer teams in 4 age categories (under-13, under-15, under-17, and under-19) played official matches and 4 vs. 4 + goalkeepers (GKs), 6 vs. 6 + GKs, and 8 vs. 8 + GKs. Positional data were collected to calculate tactical variables (interpersonal distances, length, width, and surface areas) for all players and for 2- and 4-player subgroups. Corresponding tactical variability (coefficients of variation expressed as percentages) was determined for all players. Results demonstrated that in each age category, with an increase in number of players, team distances increased and tactical variability decreased. Subgroup analyses revealed similar team distances in matches and SSGs with the exception of larger interpersonal distances in 4 vs. 4 + GKs than the match in under-13, under-15, and under-17. Match-derived RPA in SSGs facilitates the tactical representativeness for the match. Soccer coaches can use such SSGs for an optimal tactical match preparation.";40;1;Tactics analysis;2024-10-28T20:49:05.729697Z;https://doi.org/10.1519/jsc.0000000000002978;https://openalex.org/W2905492083;Relative pitch, Soccer Performance, Elite, Replicate;14.794;Sports Science and Performance Analysis;A Match-Derived Relative Pitch Area Facilitates the Tactical Representativeness of Small-Sided Games for the Official Soccer Match;2024-10-28T20:49:05.729739Z
Abstract This study assessed the internal and external workload of starters and non-starters in a professional top-level soccer team during a congested fixture period. Twenty Serie A soccer players were monitored in this study during two mesocycles of 21 days each. Starters and non-starters were divided based on the match time played in each mesocycle. The following metrics were recorded: exposure time, total distance, relative total distance, high-speed running distance over 20 km·h−1, very high-speed running distance over 25 km·h−1, individual very high-speed distance over 80% of maximum peak speed, and rating of perceived exertion. Differences between starters and non-starters were found for: exposure time (effect size=large to very large), rating of perceived exertion (large to very large), total distance (large to very large), and individual very high-speed distance over 80% of maximum peak speed (moderate to large). Furthermore, differences for relative total distance, high-speed running distance over 20 km·h−1 and very high-speed running distance over 25 km·h−1 were small to moderate, but not significant. This study reports that during congested fixture periods, starters had higher exposure time, rating of perceived exertion, total distance, and individual very high-speed distance over 80% of maximum peak speed than non-starters.;41;1;Physical Attributes;2024-10-28T20:50:38.986176Z;https://doi.org/10.1055/a-1171-1865;https://openalex.org/W3030999601;Fixture, Training Load, Soccer Performance, Perceived exertion, Athlete Monitoring, Match play;93.047;Sports Science and Performance Analysis;Workload Monitoring in Top-level Soccer Players During Congested Fixture Periods;2024-10-28T20:50:38.986187Z
In recent years, sports entrepreneurship has emerged as a promising discipline in the field of sports management research. However, the research field is still fragmented. This study gives an overview of sports entrepreneurship and coopetition research and is the first work analyzing EO and performance in professional sports. First, quantitative results about EO, organizational performance and coopetition of 22 professional soccer clubs were obtained. Following the mixed method approach, the data was then extended by qualitative expert interviews. Entrepreneurial orientation had a significant positive relationship with both financial and sporting performance of professional soccer clubs in German-speaking countries during the 2017/18 season. We suggest coopetition as a promising strategy for professional soccer clubs to succeed. Hence, our study fosters the concept of sports entrepreneurship and offers evidence that entrepreneurial orientation is a well-suited managerial approach to enhance organizational performance in professional soccer.;42;1;Scouting / Finance;2024-10-28T20:50:47.492895Z;https://doi.org/10.1007/s11365-019-00594-5;https://openalex.org/W2954895324;Coopetition, Entrepreneurial orientation, Professional sport, Sport management, Sport Tourism, Sports marketing;8.385;Coopetition in Business Networks and Innovation;Entrepreneurial orientation in sports entrepreneurship - a mixed methods analysis of professional soccer clubs in the German-speaking countries;2024-10-28T20:50:47.492908Z
(2020). The effects of the Video Assistant Referee system (VAR) on the playing time, technical-tactical and physical performance in elite soccer. International Journal of Performance Analysis in Sport: Vol. 20, No. 5, pp. 808-817.;43;1;Innovative Technologies;2024-10-28T20:50:51.459466Z;https://doi.org/10.1080/24748668.2020.1788350;https://openalex.org/W3038889876;Soccer Performance, Referee Bias, Performance Analysis, Elite;3.833;Sports Science and Performance Analysis;The effects of the Video Assistant Referee system (VAR) on the playing time, technical-tactical and physical performance in elite soccer;2024-10-28T20:50:51.459477Z
"Objective: To examine training and match loads undertaken by soccer players competing in the English Premier League.Methods: Using a retrospective design, external (GPS) and internal training loads (sessions ratings of perceived exertion [sRPE-TL]) were examined in 26 players across the competition phase of the 2012–2013 English Premier League season. Within-subject linear mixed-models estimated the mean effects (95% confidence interval [CI]) for load data across 6-week mesocycles and 1-week microcycles.Results: Daily sRPE-TL (95% CI range, 15 to 111 AU) and total distance (95% CI range, 179 to 949 AU) were higher during the early stages (mesocycle 1 and 2) of the competition period. Overall, high-speed activity was similar between mesocycles. Across the training week, load was greater on match day and lower pre match-day (G-1) vs. all other days, respectively (p < 0.001). sRPE-TL (~70–90 AU per day) and total distance (~700–800 m per day) progressively declined over the 3 days before a match (p < 0.001). High-speed distance was greater 3 days (G-3) before a game vs. G-1 (95% CI, 140 to 336 m) while very high-speed distance was greater on G-3 and G-2 than G-1 (95% CI range, 8 to 62 m; p < 0.001).Conclusion: Periodisation of in-season training load is mainly evident across the weekly microcycle reflecting the recovery and preparation for matches.";44;1;Physical Attributes;2024-10-28T20:51:14.767294Z;https://doi.org/10.1080/24733938.2019.1651934;https://openalex.org/W2966388390;Elite, Training Load, Athlete Monitoring, Soccer Performance, Performance Analysis, Athletic Training, Match play;23.129;Sports Science and Performance Analysis;Quantification of training and match-load distribution across a season in elite English Premier League soccer players;2024-10-28T20:51:14.767302Z
Overuse injury risk increases during periods of accelerated growth, which can subsequently impact development in academy soccer, suggesting a need to quantify training exposure. Nonprescriptive development scheme legislation could lead to inconsistent approaches to monitoring maturity and training load. Therefore, this study aimed to communicate current practices of UK soccer academies toward biological maturity and training load.Forty-nine respondents completed an online survey representing support staff from male Premier League academies (n = 38) and female Regional Talent Clubs (n = 11). The survey included 16 questions covering maturity and training-load monitoring. Questions were multiple-choice or unipolar scaled (agreement 0-100) with a magnitude-based decision approach used for interpretation.Injury prevention was deemed highest importance for maturity (83.0 [5.3], mean [SD]) and training-load monitoring (80.0 [2.8]). There were large differences in methods adopted for maturity estimation and moderate differences for training-load monitoring between academies. Predictions of maturity were deemed comparatively low in importance for bio-banded (biological classification) training (61.0 [3.3]) and low for bio-banded competition (56.0 [1.8]) across academies. Few respondents reported maturity (42%) and training load (16%) to parent/guardians, and only 9% of medical staff were routinely provided this data.Although consistencies between academies exist, disparities in monitoring approaches are likely reflective of environment-specific resource and logistical constraints. Designating consistent and qualified responsibility to staff will help promote fidelity, feedback, and transparency to advise stakeholders of maturity-load relationships. Practitioners should consider biological categorization to manage load prescription to promote maturity-appropriate dose-responses and to help reduce the risk of noncontact injury.;45;1;Physical Attributes;2024-10-28T20:51:19.667014Z;https://doi.org/10.1123/ijspp.2019-0624;https://openalex.org/W3025963580;Training Load, Athlete Monitoring, Soccer Performance;4.78;Epidemiology of Sports-Related Musculoskeletal Injuries;Monitoring Practices of Training Load and Biological Maturity in UK Soccer Academies;2024-10-28T20:51:19.667032Z
Playing with a soccer ball is not easy even for a real human because of dynamic foot contacts with the moving ball while chasing and controlling it. The problem of online full-body soccer motion synthesis is challenging and has not been fully solved yet. In this paper, we present a novel motion control system that produces physically-correct full-body soccer motions: dribbling forward, dribbling to the side, and shooting, in response to an online user motion prescription specified by a motion type, a running speed, and a turning angle. This system performs two tightly-coupled tasks: data-driven motion prediction and physics-based motion synthesis. Given example motion data, the former synthesizes a reference motion in accordance with an online user input and further refines the motion to make the character kick the ball at a right time and place. Provided with the reference motion, the latter then adopts a Model Predictive Control (MPC) framework to generate a physically-correct soccer motion, by solving an optimal control problem that is formulated based on dynamics for a full-body character and the moving ball together with their interactions. Our demonstration shows the effectiveness of the proposed system that synthesizes convincing full-body soccer motions in various scenarios such as adjusting the desired running speed of the character, changing the velocity and the mass of the ball, and maintaining balance against external forces.;46;1;Innovative Technologies;2024-10-28T20:51:36.684825Z;https://doi.org/10.1145/3306346.3322963;https://openalex.org/W2957323419;Ball (mathematics), Human Motion Data, Motion Synthesis, Motion Capture, Soccer Video, Physics-based Animation;16.893;Motion Synthesis and Control Techniques;Physics-based full-body soccer motion control for dribbling and shooting;2024-10-28T20:51:36.684880Z
While many research efforts have focused on head impact exposure in professional soccer, there have been few studies characterizing exposure at the youth level. The aim of this study is to evaluate a new instrumentation approach and collect some of the first head impact exposure data for youth female soccer players. Athletes were instrumented with custom-fit mouthpieces that measure head impacts. Detailed video analysis was conducted to identify characteristics describing impact source (e.g., kick, header, throw). A total of 763 verified head impacts were collected over 23 practices and 8 games from 7 athletes. The median peak linear accelerations, rotational velocities, and rotational accelerations of all impacts were 9.4 g, 4.1 rad/s, and 689 rad/s2, respectively. Pairwise comparisons resulted in statistically significant differences in kinematics by impact source. Headers following a kicked ball had the highest accelerations and velocity when compared to headers from thrown or another header.;47;1;Physical Attributes;2024-10-28T20:51:43.217556Z;https://doi.org/10.1080/15438627.2019.1590833;https://openalex.org/W2921365809;Sports-related, Mouthpiece, Header, Linear acceleration;6.414;Epidemiology and Impact of Traumatic Brain Injury;Characterizing head impact exposure in youth female soccer with a custom-instrumented mouthpiece;2024-10-28T20:51:43.217583Z
"Abstract The aims of this study were to: (1) identify the representative external load profile of match‐play in Spanish professional soccer players by principal components analysis (PCA), and (2) analyse the effect of match location (home vs away), match outcome (win vs draw vs loss) and length of the microcycle (5 vs 6 vs 7 vs 8 vs 9 days) on the external load profile. Data were collected during one season consisting of 42 matches in LaLiga 123 and 11 external load variables were selected after the PCA. TD, total distance covered; DIS 0–6 : distance from 0 to 6 km/h; DIS 21–24 : distance from 21 to 24 km/h; HSRD: high‐speed running distance above 21 km/h; HSRA: total of high‐speed running actions above 21 km/h; V MAX : maximum speed in km/h; Sprints: total of actions above 24 km/h; ACC: total of accelerations; ACC G‐avg : average accelerometer G‐force; ACC MAX : maximum acceleration (m/s2); DEC MAX : maximum deceleration (m/s 2 ). Match location had an impact on HSRD ( p &lt; 0.01; ES = 0.05), DIS 0–6 ( p &lt; 0.01; ES = 0.05), and ACC MAX ( p &lt; 0.01; ES = 0.05). Match outcome had a relation to TD ( p &lt; 0.01; ES = 0.05), DIS 0–6 ( p &lt; 0.01; ES = 0.05) and HSRD ( p &lt; 0.01; ES = 0.05). Length of the microcycle had an impact on TD ( p &lt; 0.01; ES = 0.05), DIS 0–6 ( p &lt; 0.01; ES = 0.11), ACC ( p &lt; 0.01; ES = 0.04) and V MAX ( p &lt; 0.01; ES = 0.04). This study provides coaches a selection of variables for match‐play analysis, which could represent two‐thirds of external load profile. Then, professionals should consider that these contextual variables could have an impact on the external load profile.";48;1;Physical Attributes;2024-10-28T20:52:17.292495Z;https://doi.org/10.1080/17461391.2020.1751305;https://openalex.org/W3014481292;Match play, Training Load, Sport Psychology, Performance Analysis, Coaching Effectiveness;33.929;Sports Science and Performance Analysis;Impact of contextual variables on the representative external load profile of Spanish professional soccer match-play: A full season study;2024-10-28T20:52:17.292529Z
Purpose : To investigate the relationship between sleep quality and quantity and injuries in elite soccer players and to compare sleep–wake variables and injury characteristics. Methods : The current investigation was a prospective cohort study of 23 elite male soccer players competing for 2 teams over 6 mo in the highest-level Brazilian competition. The players’ sleep behavior was monitored for 10 d in the preseason using self-reporting sleep diaries and wrist activity monitors to determine sleep duration and quality. Furthermore, injuries were recorded by the respective club’s medical teams into a specific database. Details of injuries recorded included the type, location, and severity of each injury. The results were expressed as descriptive statistics, and the significance level was set at 5%. The Mann–Whitney U test was performed to compare the sleep variables between groups. Spearman correlation coefficient and linear-regression analysis were used. Results : The results indicated a moderate negative correlation between sleep efficiency and particular injury characteristics, including absence time, injury severity, and amount of injuries. The linear-regression analysis indicated that 44% of the total variance in the number of injuries can be explained by sleep efficiency, 24% of the total variance in the absence time after injury (days) can be explained by sleep efficiency, and 47% of the total variance in the injury severity can be explained by sleep efficiency. Conclusions : Soccer players who exhibit lower sleep quality or nonrestorative sleep show associations with increased number and severity of musculoskeletal injuries.;49;1;Medical / Injuries;2024-10-28T20:52:23.016626Z;https://doi.org/10.1123/ijspp.2019-0185;https://openalex.org/W2988510406;Sleep Quality, Sleep (system call), Sleep Duration, Athlete Monitoring, Soccer Performance, Explained variation, Stepwise regression;5.596;Sleep and Insomnia;Poor Sleep Quality’s Association With Soccer Injuries: Preliminary Data;2024-10-28T20:52:23.016639Z
In 2020 the world faces an unprecedented challenge consequence of the coronavirus pandemic. Soccer, arguably, one of the most globalized industries, has reacted to the event by closing down much of its operations. This paper reviews the speed and breadth of such closures and compares it to another major event in history: The Second World War. During the latter, soccer continued operations despite the apparent difficulties. Total closures were, for the most part, temporary, and the sport was practiced whenever possible. The way that soccer operated during the war contrasts with how it has responded to the COVID-19 crisis. In record time, virtually all leagues in the world stopped operations, and for the first time since its foundation, with but a few exceptions, there were no games anywhere in the world.;50;1;Other;2024-10-28T20:52:28.782426Z;https://doi.org/10.1080/14660970.2020.1755270;https://openalex.org/W3016028081;Shut down, Pandemic, First world war, Social Distancing, Coronavirus, 2019-20 coronavirus outbreak;5.659;Evolution and Impacts of Event Tourism;Soccer, World War II and coronavirus: a comparative analysis of how the sport shut down;2024-10-28T20:52:28.782450Z
