abstract;annotation_id;annotator;category;created_at;doi;id;keywords;lead_time;primary_topic;title;updated_at
"ENWEndNote BIBJabRef, Mendeley RISPapers, Reference Manager, RefWorks, Zotero AMA Riboli A, Semeria M, Coratella G, Esposito F. Effect of formation, ball in play and ball possession on peak demands in elite soccer. Biology of Sport. 2021;38(2):195-205. doi:10.5114/biolsport.2020.98450. APA Riboli, A., Semeria, M., Coratella, G., & Esposito, F. (2021). Effect of formation, ball in play and ball possession on peak demands in elite soccer. Biology of Sport, 38(2), 195-205. https://doi.org/10.5114/biolsport.2020.98450 Chicago Riboli, Andrea, Marco Semeria, Giuseppe Coratella, and Fabio Esposito. 2021. ""Effect of formation, ball in play and ball possession on peak demands in elite soccer"". Biology of Sport 38 (2): 195-205. doi:10.5114/biolsport.2020.98450. Harvard Riboli, A., Semeria, M., Coratella, G., and Esposito, F. (2021). Effect of formation, ball in play and ball possession on peak demands in elite soccer. Biology of Sport, 38(2), pp.195-205. https://doi.org/10.5114/biolsport.2020.98450 MLA Riboli, Andrea et al. ""Effect of formation, ball in play and ball possession on peak demands in elite soccer."" Biology of Sport, vol. 38, no. 2, 2021, pp. 195-205. doi:10.5114/biolsport.2020.98450. Vancouver Riboli A, Semeria M, Coratella G, Esposito F. Effect of formation, ball in play and ball possession on peak demands in elite soccer. Biology of Sport. 2021;38(2):195-205. doi:10.5114/biolsport.2020.98450.";79;1;Tactics analysis;2024-10-28T19:46:15.253335Z;https://doi.org/10.5114/biolsport.2020.98450;https://openalex.org/W3093252566;Sprint, Soccer Performance, Training Load, Exercise Capacity, Athlete Monitoring, Ball (mathematics);14.516;Sports Science and Performance Analysis;Effect of formation, ball in play and ball possession on peak demands in elite soccer;2024-10-28T19:46:15.253356Z
"The aim of this study was to compare the agreement of the movement demands data during a soccer match (total distance, distance per minute, average speed, maximum speed and distance covered in different speed sectors) between an optical tracking system (Mediacoach System) and a GPS device (Wimu Pro). Participants were twenty-six male professional soccer players (age: 21.65 ± 2.03 years; height: 180.00 ± 7.47 cm; weight: 73.81 ± 5.65 kg) from FC Barcelona B, of whom were recorded a total of 759 measurements during 38 official matches in the Spanish second division. The Mediacoach System and the Wimu Pro were compared using the standardized mean bias, standard error of estimate, intraclass correlation coefficients (ICC), coefficient of variation (%), and the regression equation to estimate data for each variable. In terms of agreement between systems, the magnitude of the ICC was almost perfect (> 0.90–1.00) for all variables analyzed. The coefficient of the variations between devices was close to zero (< 5%) for total distance, distance per minute, average speed, maximum speed, and walking and jogging, and between 9% and 15% for running, intense running, and sprinting at low and at high intensities. It can be observed that, compared to Wimu Pro the Mediacoach System slightly overestimated all the variables analyzed except for average speed, maximum speed, and walking variables. In conclusion, both systems can be used, and the information they provide in the analyzed variables can be interchanged, with the benefits implied for practitioners and researchers.";80;1;Innovative Technologies;2024-10-28T19:46:21.480455Z;https://doi.org/10.1371/journal.pone.0220729;https://openalex.org/W2967974147;Soccer Performance, Athlete Monitoring, Variables, Coefficient of variation;6.124;Sports Science and Performance Analysis;A comparison of a GPS device and a multi-camera video technology during official soccer matches: Agreement between systems;2024-10-28T19:46:21.480477Z
"<h3>Importance</h3> Neurodegenerative disease mortality is higher among former professional soccer players than general population controls. However, the factors contributing to increased neurodegenerative disease mortality in this population remain uncertain. <h3>Objective</h3> To investigate the association of field position, professional career length, and playing era with risk of neurodegenerative disease among male former professional soccer players. <h3>Design, Setting, and Participants</h3> This cohort study used population-based health record linkage in Scotland to evaluate risk among 7676 male former professional soccer players born between January 1, 1900, and January 1, 1977, and 23 028 general population control individuals matched by year of birth, sex, and area socioeconomic status providing 1 812 722 person-years of follow-up. Scottish Morbidity Record and death certification data were available from January 1, 1981, to December 31, 2016, and prescribing data were available from January 1, 2009, to December 31, 2016. Database interrogation was performed on December 10, 2018, and data were analyzed between April 2020 and May 2021. <h3>Exposures</h3> Participation in men’s soccer at a professional level. <h3>Main Outcomes and Measures</h3> Outcomes were obtained by individual-level record linkage to national electronic records of mental health and general hospital inpatient and day-case admissions as well as prescribing information and death certification. Risk of neurodegenerative disease was evaluated between former professional soccer players and matched general population control individuals. <h3>Results</h3> In this cohort study of 30 704 male individuals, 386 of 7676 former soccer players (5.0%) and 366 of 23 028 matched population control individuals (1.6%) were identified with a neurodegenerative disease diagnosis (hazard ratio [HR], 3.66; 95% CI, 2.88-4.65;<i>P</i> &lt; .001). Compared with the risk among general population control individuals, risk of neurodegenerative disease was highest for defenders (HR, 4.98; 95% CI, 3.18-7.79;<i>P</i> &lt; .001) and lowest for goalkeepers (HR, 1.83; 95% CI, 0.93-3.60;<i>P</i> = .08). Regarding career length, risk was highest among former soccer players with professional career lengths longer than 15 years (HR, 5.20; 95% CI, 3.17-8.51;<i>P</i> &lt; .001). Regarding playing era, risk remained similar for all players born between 1910 and 1969. <h3>Conclusions and Relevance</h3> The differences in risk of neurodegenerative disease observed in this cohort study imply increased risk with exposure to factors more often associated with nongoalkeeper positions, with no evidence this association has changed over the era studied. While investigations to confirm specific factors contributing to increased risk of neurodegenerative disease among professional soccer players are required, strategies directed toward reducing head impact exposure may be advisable in the meantime.";81;1;Medical / Injuries;2024-10-28T19:46:43.363164Z;https://doi.org/10.1001/jamaneurol.2021.2403;https://openalex.org/W3187743742;Sports-related, Record linkage;21.784;Epidemiology and Impact of Traumatic Brain Injury;Association of Field Position and Career Length With Risk of Neurodegenerative Disease in Male Former Professional Soccer Players;2024-10-28T19:46:43.363183Z
Abstract Virtual reality (VR) provides the potential for immersive and engaging training solutions for improving sport performance. However, if VR training is to be adopted and used in an effective and evidence-based fashion, a more rigorous assessment of the validity of the simulation is required. Construct validity is the degree to which the simulation provides an accurate representation of core features of the task. In the context of sport, if the training drills in the VR environment are a true representation of the skills needed in the real world, then those that excel at the sport in the real world should also excel in the virtual one. In this experiment, we examined the construct validity of a soccer-specific VR simulator by recruiting professional, academy, and novice players. Seventeen participants in each group completed four VR soccer drills, and the VR software provided scores relating to performance and process (e.g., passing accuracy, composure, reaction time, and adaptability). Based on these scores, an algorithm gave a diagnostic score relating to the predicted ability of the player. Results showed that this VR platform successfully differentiated between participants of differing skill levels. These results provide some support for the construct validity of this VR simulator and suggest at least partial overlap between the perceptual-cognitive and motor skills needed to perform well across ‘real’ and virtual environments. Further work is needed to explore the validity and fidelity of the simulation before its adoption as a training device can be fully endorsed.;82;1;Medical / Injuries;2024-10-28T19:49:11.413892Z;https://doi.org/10.1007/s10055-020-00441-x;https://openalex.org/W3014393638;Coaching Effectiveness, Soccer Performance;147.908;Development of Expert Performance in Sports Psychology;Testing the construct validity of a soccer-specific virtual reality simulator using novice, academy, and professional soccer players;2024-10-28T19:49:11.413910Z
"Research has demonstrated that induced mental fatigue impairs soccer-specific technical, tactical and physical performance in soccer players. The findings are limited by the lack of elite players and low ecological validity of the tasks used to induce mental fatigue, which do not resemble the cognitive demands of soccer. The current study collected survey data from English academy soccer players (n = 256; age groups - U14 - U23), with questions comprising of five themes (descriptors of physical and mental fatigue, travel, education, match-play and fixture congestion). The survey consisted of multiple choice responses, checkboxes and blinded/unblinded (for duration based questions) 0-100 arbitrary unit (AU) slider scales. Listening to music (81.6% of players), using social media (58.3%) and watching videos (34.3%) were the most common pre-match activities. Pre-match subjective mental fatigue was low (18.7±18.8 AU), and most frequently reported at the end of a match (47±26 AU) and remained elevated 24-hours post-match (36±27 AU). Travel (29±24 AU), fixture congestion (44±25 AU) and education (30±26 AU) demonstrated a low to moderate presence of subjective mental fatigue. These findings provide an overview of activities performed by English academy soccer players pre-match, and demonstrate that mental fatigue is experienced as a result of match-play.";83;1;Psychology;2024-10-28T19:49:18.923763Z;https://doi.org/10.1080/02640414.2020.1746597;https://openalex.org/W3013499517;Mental fatigue, Sport Psychology, Coaching Effectiveness, Soccer Performance, Exercise Motivation, Training Load;7.393;Sports Science and Performance Analysis;Understanding the presence of mental fatigue in English academy soccer players;2024-10-28T19:49:18.923786Z
The aim of the present study was to examine the relationship between basic cognitive functions and sport-specific motor skills in elite youth soccer players. A total of 15 elite youth soccer players aged 11-13 years performed a computer-based test battery measuring the attention window (AW), perceptual load (PL), working memory capacity (WMC), and multiple object tracking (MOT). Another set of tests was used to asses speed abilities and football-specific technical skills (sprint, change of direction, dribbling, ball control, shooting, juggling). Spearman’s correlation tests showed that the diagonal AW was positively associated with dribbling skills (rs = .656) which indicates that a broader AW could be beneficial for highly demanding motor skills like dribbling. WMC was positively related to dribbling (rs = .562), ball control (rs = .669) and ball juggling (rs = .727). Additionally, the cumulated score of all cognitive tests was positively related to the cumulated motor test score (rs = .614) which supports the interplay of physical and psychological skills. Our findings highlight the need for more and especially longitudinal studies to enhance the knowledge of cognition-motor skill relationships for talent identification, talent development, and performance in soccer.;84;1;Psychology;2024-10-28T19:51:36.241247Z;https://doi.org/10.3389/fpsyg.2019.00817;https://openalex.org/W2924014003;Sprint, Youth Sport Specialization, Soccer Performance, Sport Psychology, Coaching Effectiveness, Athlete Development, Cognitive skill, Football players;137.166;Sports Science and Performance Analysis;The Relationship Between Cognitive Functions and Sport-Specific Motor Skills in Elite Youth Soccer Players;2024-10-28T19:51:36.241269Z
Increasing interest, enthusiasm of sport lovers, and economics involved offer high importance to sports video recording and analysis. Being crucial for decision making, ball detection and tracking in soccer has become a challenging research area. This paper presents a novel deep learning approach for 2D ball detection and tracking (DLBT) in soccer videos posing various challenges. A new 2-stage buffer median filtering background modelling is used for moving objects blob detection. A deep learning approach for classification of an image patch into three classes, i.e. ball, player, and background is initially proposed. Probabilistic bounding box overlapping technique is proposed further for robust ball track validation. Novel full and boundary grid concepts resume tracking in ball_track_lost and ball_out_of_frame situations. DLBT does not require human intervention to identify ball from the initial frames unlike the most published algorithms. DLBT yields extraordinary accurate and robust tracking results compared to the other contemporary 2D trackers even in presence of various challenges including very small ball size and fast movements.;85;1;Innovative Technologies;2024-10-28T19:51:52.915848Z;https://doi.org/10.1016/j.opelre.2019.02.003;https://openalex.org/W2921205141;Ball (mathematics), Multiple Object Tracking, Motion Detection, Object Tracking, Visual Tracking, Real-time Tracking;16.56;Automatic Video Summarization and Analysis;A deep learning ball tracking system in soccer videos;2024-10-28T19:51:52.915870Z
"The purpose of this study was to compare the effects of hamstring eccentric (NHE) strength training versus sprint training programmed as complements to regular soccer practice, on sprint performance and its mechanical underpinnings, as well as biceps femoris long head (BFlh) architecture.In this prospective interventional control study, sprint performance, sprint mechanics and BFlh architecture variables were compared before versus after six weeks of training during the first six preseason weeks, and between three different random match-pair groups of soccer players: ""Soccer group"" (n = 10), ""Nordic group"" (n = 12) and ""Sprint group"" (n = 10).For sprint performance and mechanics, small to large pre-post improvements were reported in ""Sprint group"" (except maximal running velocity), whereas only trivial to small negative changes were reported in ""Soccer group"" and ""Nordic group"". For BFlh architecture variables, ""Sprint"" group showed moderate increase in fascicle length compared to smaller augment for the ""Nordic"" group with trivial changes for ""Soccer group"". Only ""Nordic"" group presented small increases at pennation angle.The results suggest that sprint training was superior to NHE in order to increase BFlh fascicle length although only the sprint training was able to both provide a preventive stimulus (increase fascicle length) and at the same time improve both sprint performance and mechanics. Further studies with advanced imaging techniques are needed to confirm the validity of the findings.";86;1;Physical Attributes;2024-10-28T19:52:00.381076Z;https://doi.org/10.1371/journal.pone.0228283;https://openalex.org/W3005908503;Sprint, Muscle architecture, Training Load, Athletic Training, High-Intensity Interval Training, Soccer Performance, Athlete Monitoring;7.354;Epidemiology of Sports-Related Musculoskeletal Injuries;Sprint versus isolated eccentric training: Comparative effects on hamstring architecture and performance in soccer players;2024-10-28T19:52:00.381096Z
"Synopsis This paper is part 2 of a 2-part series aimed at discussing the key elements of on-field rehabilitation training. In part 1, we described 4 pillars underpinning high-quality on-field rehabilitation: (1) restoring movement quality, (2) physical conditioning, (3) restoring sport-specific skills, and (4) progressively developing chronic training load. In part 2, we describe how the pillars contribute to a 5-stage on-field rehabilitation program to help injured players transition to team practice and match play. We use the example of a soccer player with ambitions to return to sport after anterior cruciate ligament reconstruction. The program moves through 5 field-based training stages: (1) linear movement, (2) multidirectional movement, (3) soccer-specific technical skills, (4) soccer-specific movement, and (5) practice simulation. The staged program is research based and facilitates communication, planning, control, and safety in return to sport following long-term injury. J Orthop Sports Phys Ther 2019;49(8):570–575. doi:10.2519/jospt.2019.8952";87;1;Medical / Injuries;2024-10-28T19:53:41.157265Z;https://doi.org/10.2519/jospt.2019.8952;https://openalex.org/W2961248076;Athletic Rehabilitation;100.663;Epidemiology of Sports-Related Musculoskeletal Injuries;On-field Rehabilitation Part 2: A 5-Stage Program for the Soccer Player Focused on Linear Movements, Multidirectional Movements, Soccer-Specific Skills, Soccer-Specific Movements, and Modified Practice;2024-10-28T19:53:41.157286Z
Soccer is a dynamic sport of high unpredictability that requires appropriate decision making for success, but intervening factors such as exposure time to smartphone applications can lead to a decline in cognitive performance and consequently in psychomotor tasks. The objective of this study was to analyze the effect of exposure time to smartphone applications on the passing decision-making performance in professional soccer athletes. The participants were 20 soccer athletes aged 18–35 years (M = 24.7 ± 3.6). This study was a controlled and randomized experimental within-subject investigation, consisting of four visits with a 1-week interval. Male soccer athletes participated in four randomized conditions throughout the four visits: control (CON), 15-min smartphone (15SMA), 30-min smartphone (30SMA), and 45-min smartphone (45SMA). The Stroop Task assessed the level of induced mental fatigue before and after each experimental condition. Then, the athletes played a simulated soccer game. The game was filmed for further analysis of passing decision-making performance. A condition effect (p < .001) was identified for passing decision-making performance, with impairment in 30SMA (p = .01, h2 = 0.6) and 45SMA (p = .01, h2 = 0.6) conditions. We conclude that at least 30 min of smartphone application exposure caused mental fatigue, which impaired passing decision-making performance in male soccer athletes.;88;1;Other;2024-10-28T20:08:46.938957Z;https://doi.org/10.1016/j.psychsport.2019.05.001;https://openalex.org/W2943139210;Stroop effect, Exercise, Physical Activity, Smartphone application;905.632;Effects of Physical Activity on Health Outcomes;Effect of exposure time to smartphone apps on passing decision-making in male soccer athletes;2024-10-28T20:08:46.938976Z
"Abstract Bishop, C, Brashill, C, Abbott, W, Read, P, Lake, J, and Turner, A. Jumping asymmetries are associated with speed, change of direction speed, and jump performance in elite academy soccer players. J Strength Cond Res 35(7): 1841–1847, 2021—The aim of this study was to establish interlimb asymmetries across different age groups in elite academy male soccer players and to examine any relationships between asymmetry and measures of physical performance. Fifty-one players from an English Premier League soccer academy were split into under-23 ( n = 21), under-18 ( n = 14), and under-16 ( n = 16) groups and performed bilateral and unilateral countermovement jumps, 5-, 10-, and 20-m sprints, and a 505 change of direction speed tests. All tests showed low variability (coefficient of variation ≤ 2.5%) and good to excellent reliability (intraclass correlation coefficient = 0.80–0.99). A 1-way analysis of variance showed that the under-23 group was significantly faster than the under-16 group during the 20-m sprint (2.90 vs. 2.98 s; p = 0.02; effect size = 0.94). No other significant differences were present between groups. Interlimb asymmetry was quantified from the single-leg countermovement jump, and no significant differences in the magnitude of asymmetry were present between groups. However, multiple significant correlations were present in each age group between asymmetry and physical performance tests, all of which were indicative of reduced athletic performance. Results from this study show that although interlimb asymmetry scores are comparable across age groups in elite academy soccer players, differences as low as 5% are associated with reduced physical performance during jumping, sprinting, and change of direction speed tasks. This study suggests the importance of monitoring jump height asymmetries in elite academy soccer players.";89;1;Physical Attributes;2024-10-28T20:10:11.663493Z;https://doi.org/10.1519/jsc.0000000000003058;https://openalex.org/W2915005917;Sprint, Soccer Performance, Athlete Development, Countermovement, Sport Psychology, Athlete Monitoring, Coaching Effectiveness, Elite, Coefficient of variation, Vertical jump;84.612;Sports Science and Performance Analysis;Jumping Asymmetries Are Associated With Speed, Change of Direction Speed, and Jump Performance in Elite Academy Soccer Players;2024-10-28T20:10:11.663514Z
The paper presents plus–minus ratings for use in association football (soccer). We first describe the general plus–minus methodology as used in basketball and ice-hockey and then adapt it for use in soccer. The usual goal-differential plus–minus is considered before two new variations are proposed. For the first variation, we present a methodology to calculate an expected goals plus–minus rating. The second variation makes use of in-play probabilities of match outcome to evaluate an expected points plus–minus rating. We use the ratings to examine who are the best players in European football, and demonstrate how the players’ ratings evolve over time. Finally, we shed light on the debate regarding which is the strongest league. The model suggests the English Premier League is the strongest, with the German Bundesliga a close runner-up.;90;1;Tactics analysis;2024-10-28T20:10:58.836629Z;https://doi.org/10.1016/j.ejor.2019.11.026;https://openalex.org/W2989817580;Ice hockey, Basketball, Variation (astronomy), Soccer Performance;47.06;Economics of Professional Sports and Prediction Markets;Plus–minus player ratings for soccer;2024-10-28T20:10:58.836649Z
We investigate how to learn functions that rate game situations on a soccer pitch according to their potential to lead to successful attacks. We follow a purely data-driven approach using techniques from deep reinforcement learning to valuate multiplayer positionings based on positional data. Empirically, the predicted scores highly correlate with dangerousness of actual situations and show that rating of player positioning without expert knowledge is possible.;91;1;Innovative Technologies;2024-10-28T20:11:08.262154Z;https://doi.org/10.1089/big.2018.0054;https://openalex.org/W2913111658;Soccer Performance, Performance Analysis, Training Load;9.312;Economics of Professional Sports and Prediction Markets;Learning to Rate Player Positioning in Soccer;2024-10-28T20:11:08.262176Z
In video understanding, action spotting consists in temporally localizing human-induced events annotated with single timestamps. In this paper, we propose a novel loss function that specifically considers the temporal context naturally present around each action, rather than focusing on the single annotated frame to spot. We benchmark our loss on a large dataset of soccer videos, SoccerNet, and achieve an improvement of 12.8% over the baseline. We show the generalization capability of our loss for generic activity proposals and detection on ActivityNet, by spotting the beginning and the end of each activity. Furthermore, we provide an extended ablation study and display challenging cases for action spotting in soccer videos. Finally, we qualitatively illustrate how our loss induces a precise temporal understanding of actions and show how such semantic knowledge can be used for automatic highlights generation.;92;1;Innovative Technologies;2024-10-28T20:11:14.311651Z;https://doi.org/10.1109/cvpr42600.2020.01314;https://openalex.org/W3010426832;Spotting, Action Recognition, Event Detection, Video Summarization, Human Activity Analysis, Soccer Video, Benchmark (surveying);5.939;Human Action Recognition and Pose Estimation;A Context-Aware Loss Function for Action Spotting in Soccer Videos;2024-10-28T20:11:14.311673Z
This paper presents a deep learning approach to summarizing long soccer videos by leveraging the spatiotemporal learning capability of three-dimensional Convolutional Neural Network (3D-CNN) and Long Short-Term Memory (LSTM) – Recurrent Neural Network (RNN). Our proposed approach involves, 1) a step-by-step development of a Residual Network (ResNet) based 3D-CNN that recognizes soccer actions, 2) manually annotating 744 soccer clips from five soccer action classes for training, and 3) training an LSTM network on soccer features extracted by the proposed ResNet based 3D-CNN. We combine the 3D-CNN and LSTM models to detect soccer highlights. To summarize a soccer match video, we model the video input as a sequential concatenation of video segments whose inclusion in a summary video production is based on its validated relevance. To evaluate the proposed summarization system, 10 soccer videos were summarized and subsequently evaluated by 48 participants polled from 8 countries using the Mean Opinion Score (MOS) scale. Collectively, the summarized videos received a 4 of 5 MOS.;93;1;Innovative Technologies;2024-10-28T20:11:19.819445Z;https://doi.org/10.1109/mipr.2019.00055;https://openalex.org/W2941763386;Video Summarization, Soccer Video, Deep Learning, Video Analysis, Concatenation (mathematics), Relevance (law);5.396;Automatic Video Summarization and Analysis;Soccer Video Summarization Using Deep Learning;2024-10-28T20:11:19.819465Z
"High-speed running and sprinting training play an important role in the development of physical capabilities, sport-specific performance and injury prevention among soccer players. This commentary aims to summarize the current evidence regarding high-speed running and sprinting training in professional soccer and to inform its implementation in research and applied settings. It is structured into four sections: 1) Evidence-based high-speed running and sprinting conditioning methodologies; 2) Monitoring of high-speed running and sprinting performance in soccer 3) Recommendations for effective implementation of high-speed running and sprinting training in applied soccer settings; 4) Limitations and future directions. The contemporary literature provides preliminary methodological guidelines for coaches and practitioners. The recommended methods to ensure high-speed running and sprinting exposure for both conditioning purposes and injury prevention strategies among soccer players are: high-intensity running training, field-based drills and ball-drills in the form of medium- and large-sided games. Global navigation satellite systems are valid and reliable technologies for high-speed running and sprinting monitoring practice. Future research is required to refine, and advance training practices aimed at optimizing individual high-speed running and sprinting training responses and associated long-term effects.";94;1;Physical Attributes;2024-10-28T20:11:24.941319Z;https://doi.org/10.1055/a-1302-7968;https://openalex.org/W3102780378;Soccer Performance, High-Intensity Interval Training, Training Load, Physical Conditioning, Athlete Monitoring;5.012;Sports Science and Performance Analysis;Implementing High-speed Running and Sprinting Training in Professional Soccer;2024-10-28T20:11:24.941338Z
"The aim of this study was two-fold: (i) to describe the training/match ratios of different external load measures during a full professional soccer season while analyzing the variations between different types of weeks (three, four and five training sessions/week) and (ii) to investigate the relationship between weekly accumulated training loads and the match demands of the same week. Twenty-seven professional soccer players (24.9 ± 3.5 years old) were monitored daily using a 10-Hz global positioning system with a 100-Hz accelerometer. Total distance (TD), running distance (RD), high-speed running (HSR), sprinting distance (SD), player load (PL), number of high accelerations (ACC), and number of high decelerations (DEC) were recorded during training sessions and matches. An individual training/match ratio (TMr) was calculated for each external load measure. Weeks with five training sessions (5dW) presented meaningfully greater TMr than weeks with four (4dW) or three (3dW) training sessions. Additionally, TDratio (TDr) was significantly greater in 5dW than in 3dW (mean differences dif: 1.23 arbitray units A.U.) and 4dW (dif: 0.80 A.U.); HSRr was significantly greater in 5dW than in 3dW (dif: 0.90 A.U.) and 4dW (dif: 0.68 A.U.); and SDr was significantly greater in 5dW than in 3dW (dif: 0.77 A.U.) and 4dW (dif: 0.90 A.U.). Correlations between the weekly training loads and the match demands of the same week were small for PL (r = 0.250 [0.13;0.36]), ACC (r = 0.292 [0.17;0.40]) and DEC (r = 0.236 [0.11;0.35]). This study reveals that ratios of above 1 were observed for specific measures (e.g., HSR, SD). It was also observed that training sessions are not adjusted according to weekly variations in match demands.";95;1;Physical Attributes;2024-10-28T20:11:48.091797Z;https://doi.org/10.3390/ijerph16173057;https://openalex.org/W2969949682;Match play, Training Load, Soccer Performance, Athlete Monitoring, Physical Conditioning, High-Intensity Interval Training, Running economy;23.04;Sports Science and Performance Analysis;Training/Match External Load Ratios in Professional Soccer Players: A Full-Season Study;2024-10-28T20:11:48.091818Z
"<h3>Importance</h3> Because of the negative consequences of concussion, considerable research efforts have been directed toward understanding the risk factors for sport-related concussion (SRC) and its outcomes to better inform strategies for risk reduction. Girls are suggested to have an increased risk of concussion, warranting exploration into sex-dependent variations in concussion presentation and management, with the potential that this information might inform sex-specific rules directed toward risk reduction within sports. <h3>Objective</h3> To compare sex-associated differences in epidemiology and concussion management in adolescent soccer players within a prospective, longitudinal high school injury surveillance project. <h3>Design, Setting, and Participants</h3> This prospective, longitudinal cohort study assessed male and female soccer athletes from all high schools in the Michigan High School Athletic Association (MHSAA) during academic years 2016-2017 to 2018-2019. <h3>Exposures</h3> Sport-related concussion captured in the MHSAA Head Injury Reporting System. <h3>Main Outcomes and Measures</h3> Outcomes included details regarding each documented SRC event, including injury mechanism, immediate management, and return-to-play time. Multiple comparisons were made between male and female athletes regarding SRC risk, mechanism, short-term management, and outcomes. <h3>Results</h3> A total of 43 741 male and 39 637 female soccer athletes participated in MHSAA soccer during the 3 consecutive academic years of study (2016-2017: n = 751 schools; 2017-2018: n = 750 schools; and 2018-2019: n = 747 schools). During the 3 years of surveillance, 1507 of the 83 378 soccer athletes (1.8%) were reported to have SRC during soccer participation, including 557 boys (37.0%) and 950 girls (63.0%). Documented SRC risk in female soccer participants was greater than in male soccer participants (risk ratio, 1.88; 95% CI, 1.69-2.09;<i>P</i> &lt; .001). Male soccer athletes most often sustained SRC from contact with another player (48.4%), whereas SRCs in female soccer players recorded in the Head Injury Reporting System were most often from nonplayer contact events (41.9%;<i>P</i> &lt; .001). Adolescent male soccer players with a documented SRC were more likely to be removed from play on the day of injury (odds ratio, 1.54; 95% CI, 1.15-2.06;<i>P</i> = .004). Although the overall median time to return to play was 11 days (interquartile range [IQR], 7-15 days), male athletes typically returned 2 days earlier than female athletes (median, 10 [IQR, 7-14] days vs 12 [IQR, 7-16] days; Peto test<i>P</i> &lt; .001). <h3>Conclusions and Relevance</h3> In this cohort study, sex-associated differences were revealed among adolescent soccer athletes in SRC risk, mechanism of injury, immediate management, and outcomes in injuries documented in a statewide injury reporting system. Thus, consideration might be given to sex-specific approaches to participation and concussion management in the sport.";96;1;Physical Attributes;2024-10-28T20:12:31.838311Z;https://doi.org/10.1001/jamanetworkopen.2021.8191;https://openalex.org/W3158980885;Concussion, Sports-related, Association (psychology), Longitudinal study;43.6;Epidemiology and Impact of Traumatic Brain Injury;Association of Sex With Adolescent Soccer Concussion Incidence and Characteristics;2024-10-28T20:12:31.838331Z
"Abstract The purpose of this study was to analyze the day-to-day variance of a typical weekly external training workload of two professional soccer teams from different countries. Twenty-nine players from two professional teams from Portugal and the Netherlands participated in this study. The players’ external load was monitored for 7 weeks, by means of portable GPS devices (10 Hz, JOHAN, Noordwijk, Netherlands). Results revealed that match day -1 (MD-1), i.e. the training day before a match, had significantly (p = 0.001) less training volume (4584.50 m) than the other days. MD-5 (training five days before a match), MD-4 (four days before a match) and MD-3 (three days before a match) were the most intense (390.83, 176.90 and 247.32 m of sprinting distance, respectively) and with large volume (7062.66, 6077.30 and 6919.49 m, respectively). Interestingly, significant differences were found between clubs of different countries (p &lt; 0.05) with the Portuguese team showing significantly higher intensity (sprinting distance) and volume (total distance) in all days with exception of MD-1 than the Dutch team. The results of this study possibly allow for the identification of different training workloads and tapering strategies between countries in relation to volume and intensity. It should be noted, however, that both clubs used a significant tapering phase in the last two days before the competition in an attempt to reduce residual fatigue accumulation.";97;1;Physical Attributes;2024-10-28T20:13:09.133343Z;https://doi.org/10.2478/hukin-2018-0054;https://openalex.org/W2933450286;Tapering, Training Load, Soccer Performance, Athlete Monitoring;37.145;Sports Science and Performance Analysis;Characterization of the Weekly External Load Profile of Professional Soccer Teams From Portugal and the Netherlands;2024-10-28T20:13:09.133362Z
"Objectives: previous studies investigating the ability of isokinetic strength ratios to predict hamstring injuries in soccer players have reported conflicting results. Hypothesis: to determine if isokinetic ratios are able to predict hamstring injury occurring during the season in professional soccer players.Study Design: case-control study; Level of evidence: 3. Methods: from 2001 to 2011, 350 isokinetic tests were performed in 136 professional soccer players at the beginning of the soccer season.Fifty-seven players suffered hamstring injury during the season that followed the isokinetic tests.These players were compared with the 79 uninjured players.The bilateral concentric ratio (hamstring-to-hamstring), ipsilateral concentric ratio (hamstring-toquadriceps), and mixed ratio (eccentric/concentric hamstring-to-quadriceps) were studied.The predictive ability of each ratio was established based on the likelihood ratio and post-test probability.Results: the mixed ratio (30 eccentric/240 concentric hamstring-to-quadriceps) <0.8, ipsilateral ratio (180 concentric hamstring-to-quadriceps) <0.47, and bilateral ratio (60 concentric hamstring-to-hamstring) <0.85 were the most predictive of hamstring injury.The ipsilateral ratio <0.47 allowed prediction of the severity of the hamstring injury, and was also influenced by the length of time since administration of the isokinetic tests.Conclusion: isokinetic ratios are useful for predicting the likelihood of hamstring injury in professional soccer players during the competitive season.";98;1;Medical / Injuries;2024-10-28T20:13:13.699355Z;https://doi.org/10.32098/mltj.01.2016.14;https://openalex.org/W4256736850;Hamstring Strain, Soccer Performance, Athlete Monitoring, Sports Injury, High-Intensity Interval Training, Hamstring injury;4.455;Epidemiology of Sports-Related Musculoskeletal Injuries;Prediction of hamstring injury in professional soccer players by isokinetic measurements;2024-10-28T20:13:13.699380Z
