id,label,x,y,cluster,weight<Links>,weight<Total link strength>,weight<Documents>,weight<Citations>,weight<Norm. citations>,score<Avg. pub. year>,score<Avg. citations>,score<Avg. norm. citations>
5124,rodrigo aquino,-0.9916,-0.0724,2,9,15,5,154,12.738,2017,30.8,2.5476
5128,rodrigo figueiredo morandi,0.0867,0.9593,13,7,14,2,46,3.8049,2017,23,1.9024
5132,rodrigo luiz vancini,-0.3736,0.962,14,4,7,2,75,6.2036,2017,37.5,3.1018
5135,rodrigo ramírez‐campillo,-0.2874,0.4599,3,13,23,8,234,19.3552,2017,29.25,2.4194
5139,roel vaeyens,-0.4321,-0.2691,1,13,17,5,172,14.2269,2017,34.4,2.8454
5151,roland van den tillaar,-0.5868,0.2056,18,4,4,2,41,3.3913,2017,20.5,1.6956
5163,ronaldo kobal,-0.2344,0.7207,3,10,25,5,148,12.2417,2017,29.6,2.4483
5179,ross julian,-0.6604,0.3284,22,3,4,2,140,11.58,2017,70,5.79
5187,roy j. shephard,0.1312,0.4617,16,3,9,3,177,14.6405,2017,59,4.8802
5229,ryan tierney,1.6575,-0.0241,23,6,23,6,156,12.9035,2017,26,2.1506
5232,ryland morgans,0.3342,-0.7292,11,11,29,6,316,26.1378,2017,52.6667,4.3563
5245,s d’ottavio,0.3223,-0.185,15,5,15,6,163,13.4825,2017,27.1667,2.2471
5305,sandro carriço,-0.5159,0.0972,6,5,6,2,135,11.1665,2017,67.5,5.5832
5328,sara l. dalton,1.0982,-0.0154,12,7,11,3,318,26.3032,2017,106,8.7677
5336,sarah da glória teles bredt,-0.8187,-0.2568,19,7,11,3,41,3.3913,2017,13.6667,1.1304
5356,scott l. zuckerman,1.3368,0.1622,21,7,13,2,40,3.3086,2017,20,1.6543
5362,sean p. cumming,-0.524,-0.3059,1,4,4,2,151,12.4899,2017,75.5,6.2449
5379,senda sammoud,0.1098,0.3056,16,6,11,2,87,7.1962,2017,43.5,3.5981
5389,sergio hernández-sánchez,1.5542,-0.3502,20,5,7,2,127,10.5047,2017,63.5,5.2524
5425,shane malone,-0.2653,0.0409,6,5,15,4,407,33.6648,2017,101.75,8.4162
5460,sho matsuda,-0.1631,-0.2139,1,2,4,2,19,1.5716,2017,9.5,0.7858
5483,sigrid olthof,0.0062,-0.5515,9,2,4,2,123,10.1739,2017,61.5,5.0869
5521,sixto gonzález‐víllora,-0.8478,-0.1477,19,2,2,2,20,1.6543,2017,10,0.8271
5526,slobodan jarić,0.142,0.3843,16,4,4,2,54,4.4666,2017,27,2.2333
5591,stephen d. patterson,0.3037,0.5028,5,2,2,2,58,4.7974,2017,29,2.3987
5619,stuart goodall,-1.2686,-0.4071,10,7,16,4,254,21.0095,2017,63.5,5.2524
5660,susana póvoas,0.3755,-0.1869,15,4,14,5,113,9.3467,2017,22.6,1.8693
5675,sérgio augusto cunha,-1.1091,-0.0563,2,5,8,4,54,4.4666,2017,13.5,1.1166
5736,tane kanope,0.0738,0.902,13,7,14,2,46,3.8049,2017,23,1.9024
5740,tanneke palmans,-0.5872,-0.517,28,4,8,2,208,17.2046,2017,104,8.6023
5777,thales menezes medeiros,-0.052,0.5955,29,4,8,2,86,7.1134,2017,43,3.5567
5796,thomas a. buckley,1.6162,-0.0374,23,6,23,4,147,12.159,2017,36.75,3.0398
5823,thomas p. dompier,1.1238,-0.035,12,7,20,6,550,45.493,2017,91.6667,7.5822
5830,thomas w. kaminski,1.5427,-0.0303,23,11,31,7,162,13.3997,2017,23.1429,1.9142
5831,thomas w.j. lovell,-0.5386,-0.0917,1,3,6,2,40,3.3086,2017,20,1.6543
5832,thor einar andersen,0.4525,-0.0595,8,6,11,3,174,14.3923,2017,58,4.7974
5848,tim meyer,-0.6287,0.3234,22,8,12,5,292,24.1526,2017,58.4,4.8305
5856,timothy g. eckard,1.0744,-0.0603,12,6,10,3,105,8.685,2017,35,2.895
5872,tobias schmidt nielsen,0.4986,0.3978,5,8,11,2,74,6.1209,2017,37,3.0604
5882,tom decroos,-0.1704,-0.7642,26,3,8,3,70,5.79,2017,23.3333,1.93
5891,tomasz piontek,-0.3697,-0.0209,6,3,5,2,34,2.8123,2017,17,1.4061
5925,toru fukubayashi,-0.1044,-0.1959,1,3,5,3,19,1.5716,2017,6.3333,0.5239
5949,tron krosshaug,0.025,-0.1574,1,2,2,2,46,3.8049,2017,23,1.9024
5980,urs granacher,0.0632,0.2291,16,10,18,6,235,19.4379,2017,39.1667,3.2397
5981,utku alemdaroğlu,-0.595,0.1179,18,2,3,2,87,7.1962,2017,43.5,3.5981
5995,valentine zimermann vargas,-0.3528,0.9097,14,5,5,3,107,8.8504,2017,35.6667,2.9501
5999,valter di salvo,0.0568,-0.2524,7,8,8,2,65,5.3764,2017,32.5,2.6882
6001,vanessa bernardes marques,-0.0909,0.592,29,4,8,2,86,7.1134,2017,43,3.5567
6006,vanessa menezes menegassi,-0.6756,-0.2573,1,3,3,2,13,1.0753,2017,6.5,0.5376
6041,vincent gouttebarge,-0.0211,-0.8053,9,3,5,2,107,8.8504,2017,53.5,4.4252
6051,viswanath b. unnithan,0.2597,-0.8612,11,2,3,3,64,5.2937,2017,21.3333,1.7646
6058,vladimir dzyuba,-0.1826,-0.791,26,3,6,2,62,5.1283,2017,31,2.5641
6088,warren gregson,0.1367,-0.432,7,7,11,3,75,6.2036,2017,25,2.0679
6090,wassim moalla,0.0079,-0.2062,7,6,8,2,52,4.3012,2017,26,2.1506
6113,werner dubitzky,-0.277,-0.7428,26,3,8,3,13,1.0753,2017,4.3333,0.3584
6114,werner helsen,-0.0862,-0.4826,9,9,20,6,378,31.2661,2017,63,5.211
6128,will abbott,-1.1107,-0.3271,10,2,2,2,91,7.527,2017,45.5,3.7635
6130,willem van mechelen,0.4687,0.0443,8,1,2,2,42,3.474,2017,21,1.737
6132,william c. rose,1.6261,-0.0019,23,6,23,4,147,12.159,2017,36.75,3.0398
6163,wouter frencken,-0.0356,-0.5403,9,8,18,7,410,33.9129,2017,58.5714,4.8447
6213,yassine negra,0.1007,0.3911,16,10,25,7,344,28.4538,2017,49.1429,4.0648
6285,younés hachana,0.1248,0.3392,16,8,15,3,114,9.4295,2017,38,3.1432
6313,yusuf köklü,-0.5881,0.1024,18,2,3,2,87,7.1962,2017,43.5,3.5981
6326,zachary y. kerr,1.2639,-0.0386,12,22,38,11,639,52.8546,2017,58.0909,4.805
6332,zbigniew jastrzębski,-0.2514,-0.1488,27,2,4,4,47,3.8876,2017,11.75,0.9719
6351,zoran milanović,-0.2043,0.1804,17,4,6,2,75,6.2036,2017,37.5,3.1018
6352,zouhaïr tabka,0.1284,0.0608,4,3,3,2,14,1.158,2017,7,0.579
6375,ênio ricardo vaz ronque,-0.6433,-0.2634,1,5,5,2,27,2.2333,2017,13.5,1.1166
6378,óliver gonzalo‐skok,-0.3195,0.4931,3,4,4,2,51,4.2184,2017,25.5,2.1092
6394,łukasz radzimiński,-0.2364,-0.1584,27,2,4,3,36,2.9777,2017,12,0.9926
